dataset_index,example_id,question,gold_answer,gold_program,execution_correct_pattern,pattern_label,number_correct_architectures,a_execution_correct,a_program_correct,a_program_valid,a_executable,a_failure_category,a_generated_program,a_predicted_answer,b_execution_correct,b_program_correct,b_program_valid,b_executable,b_failure_category,b_generated_program,b_predicted_answer,c_execution_correct,c_program_correct,c_program_valid,c_executable,c_failure_category,c_generated_program,c_predicted_answer,d_execution_correct,d_program_correct,d_program_valid,d_executable,d_failure_category,d_generated_program,d_predicted_answer,c_reasoning_program,c_reasoning_correct,c_independent_verifier_program,c_independent_verifier_correct,c_verifier_verdict,c_verifier_corrected_error,c_verifier_broke_correct,d_reasoning_program,d_reasoning_correct,d_independent_verifier_program,d_independent_verifier_correct,d_verifier_final_program,d_verifier_final_correct,d_coordinator_decision,d_coordinator_corrected_error,d_coordinator_broke_correct
147,PNC/2012/page_174.pdf-5,in 2012 what was the percent of the total tdrs that was associated with commercial loans,0.18923,"divide(541, 2859)",,none_correct,0,False,False,True,True,executable_wrong_answer,"divide(541, 2859), multiply(#0, const_100)",18.9227,False,False,True,True,executable_wrong_answer,"divide(541, 2859), multiply(#0, const_100)",18.9227,False,False,True,True,executable_wrong_answer,"divide(541, 2859), multiply(#0, const_100)",18.9227,False,False,True,True,executable_wrong_answer,"divide(541, 2859), multiply(#0, const_100)",18.9227,"divide(541, 2859), multiply(#0, const_100)",False,"divide(541, 2859), multiply(#0, const_100)",False,agree,False,False,"divide(541, 2859), multiply(#0, const_100)",False,"divide(541, 2859), multiply(#0, const_100)",False,"divide(541, 2859), multiply(#0, const_100)",False,"The calculation correctly identifies the percentage of total TDRs associated with commercial loans in 2012 by dividing the commercial lending TDR amount (541) by the total TDR amount (2859) and scaling to a percentage by multiplying by 100. The values are correctly extracted from the table, and the arithmetic relationship is accurate.",False,False
148,CME/2017/page_40.pdf-5,did the cme group inc . outperform the s&p 500 over 5 years?,yes,"greater(370.32, 323.23)",A,correct_A,1,True,False,True,True,execution_correct_program_mismatch,"subtract(370.32, 164.01), subtract(208.14, 132.39), divide(#0, 164.01), divide(#1, 132.39), greater(#2, #3)",yes,False,False,True,True,executable_wrong_answer,"divide(370.32, 164.01), divide(208.14, 132.39)",1.57217,False,False,True,True,executable_wrong_answer,"divide(370.32, 208.14)",1.77919,False,False,True,True,executable_wrong_answer,"divide(370.32, 208.14)",1.77919,"divide(370.32, 208.14)",False,"divide(370.32, 208.14)",False,agree,False,False,"divide(370.32, 208.14)",False,"divide(370.32, 208.14)",False,"divide(370.32, 208.14)",False,"The question asks whether CME Group outperformed the S&P 500 over 5 years, which requires comparing the final values of $370.32 (CME) and $208.14 (S&P 500) starting from a $100 investment. The ratio of final values directly indicates relative performance. Since the result is greater than 1, CME outperformed. The program divide(370.32, 208.14) correctly computes this ratio.",False,False
149,CMCSA/2015/page_67.pdf-2,what was the percentage cable distribution systems capital expenditures of the capital expenditures incurred in cable communications segment capital expenditures in 2014?,0.33263,"divide(2047, 6154)",,none_correct,0,False,False,True,True,executable_wrong_answer,"divide(2047, 6154), multiply(#0, const_100)",33.26292,False,False,True,True,executable_wrong_answer,"divide(2047, 6154), multiply(#0, const_100)",33.26292,False,False,True,True,executable_wrong_answer,"divide(2047, 6154), multiply(#0, const_100)",33.26292,False,False,True,True,executable_wrong_answer,"divide(2047, 6154), multiply(#0, const_100)",33.26292,"divide(2047, 6154), multiply(#0, const_100)",False,"divide(2047, 6154), multiply(#0, const_100)",False,agree,False,False,"divide(2047, 6154), multiply(#0, const_100)",False,"divide(2047, 6154), multiply(#0, const_100)",False,"divide(2047, 6154), multiply(#0, const_100)",False,"The question asks for the percentage of cable distribution systems capital expenditures relative to total cable communications segment capital expenditures in 2014. The values $2047 million (distribution systems) and $6154 million (total) are correctly extracted from the table. The calculation divide(2047, 6154) computes the decimal ratio, and multiplying by const_100 converts it to a percentage, which is appropriate. Both agents agree and the calculation is correct.",False,False
150,ANET/2015/page_156.pdf-2,what is the current portion of the present value of lease obligations?,0.0314,"divide(1336, 42546)",B,correct_B,1,False,False,False,False,invalid_program,1336,,True,True,True,True,program_correct,"divide(1336, 42546)",0.0314,False,False,False,False,invalid_program,1336,,False,False,False,False,invalid_program,1336,,1336,False,1336,False,agree,False,False,1336,False,1336,False,1336,False,"The financial evidence explicitly states 'less current portion | -1336 ( 1336 )' under the 'present value of obligation' section, directly indicating that the current portion of the present value of lease obligations is $1,336 thousand. Both agents correctly identify this value, and the evidence confirms it. No calculation is needed as the value is directly provided.",False,False
151,AMAT/2013/page_37.pdf-2,what is the total return if 100000 are invested in s&p500 in 2008 and sold in 2011?,38290.0,"subtract(138.29, const_100), divide(100000, const_100), multiply(#1, #0)",,none_correct,0,False,False,True,True,executable_wrong_answer,"subtract(138.29, 100.00), divide(#0, 100.00), multiply(#1, const_100)",38.29,False,False,True,True,executable_wrong_answer,"divide(138.29, 100.00), multiply(#0, const_100)",138.29,False,False,True,True,executable_wrong_answer,"divide(138.29, 100.00), multiply(#0, const_100)",138.29,False,False,True,True,executable_wrong_answer,"subtract(138.29, 100.00), divide(#0, 100.00), multiply(#1, const_100)",38.29,"divide(138.29, 100.00), multiply(#0, const_100)",False,"divide(138.29, 100.00), multiply(#0, const_100)",False,agree,False,False,"divide(138.29, 100.00), multiply(#0, const_100)",False,"subtract(138.29, 100.00), divide(#0, 100.00), multiply(#1, const_100)",False,"subtract(138.29, 100.00), divide(#0, 100.00), multiply(#1, const_100)",False,"The question asks for the total return, which is the percentage change from initial to final value. The correct calculation is (final - initial) / initial, then scaled to percentage. The Reasoning Agent incorrectly used final / initial, which gives the ratio of final to initial, not the return. The Verification Agent's program is correct: subtract initial from final, divide by initial, then multiply by 100 to express as percentage.",False,False
152,PNC/2012/page_247.pdf-3,by what percentage did the potential maximum exposure decrease by the end of 2012?,2.5,"subtract(const_4, 3.9), divide(#0, const_4), multiply(#1, const_100)",ABC,correct_ABC,3,True,False,True,True,execution_correct_program_mismatch,"subtract(4.0, 3.9), divide(#0, 4.0), multiply(#1, const_100)",2.5,True,False,True,True,execution_correct_program_mismatch,"subtract(4.0, 3.9), divide(#0, 4.0), multiply(#1, const_100)",2.5,True,False,True,True,execution_correct_program_mismatch,"subtract(4.0, 3.9), divide(#0, 4.0), multiply(#1, const_100)",2.5,False,False,False,False,invalid_program,"divide(subtract(4.0, 3.9), 4.0), multiply(#0, const_100)",,"divide(3.9, 4.0), multiply(#0, const_100)",False,"subtract(4.0, 3.9), divide(#0, 4.0), multiply(#1, const_100)",True,disagree,True,False,"divide(3.9, 4.0), multiply(#0, const_100)",False,,False,,False,"The Reasoning Agent's program correctly calculates the percentage decrease in potential maximum exposure from 2011 to 2012. The values 3.9 (2012) and 4.0 (2011) are directly from the evidence, and the formula subtracts the later value from the earlier one implicitly via division of the difference over the initial value. Since the question asks for the percentage decrease, multiplying by 100 is appropriate. The calculation aligns with the financial evidence and proper percentage change logic.",False,False
153,HOLX/2006/page_100.pdf-1,what percentage of the estimated purchase price is goodwill?,0.22045,"divide(6900, 31300)",,none_correct,0,False,False,True,True,executable_wrong_answer,"divide(6900, 31300), multiply(#0, const_100)",22.04473,False,False,True,True,executable_wrong_answer,"divide(6900, 31300), multiply(#0, const_100)",22.04473,False,False,True,True,executable_wrong_answer,"divide(6900, 31300), multiply(#0, const_100)",22.04473,False,False,True,True,executable_wrong_answer,"divide(6900, 31300), multiply(#0, const_100)",22.04473,"divide(6900, 31300), multiply(#0, const_100)",False,"divide(6900, 31300), multiply(#0, const_100)",False,agree,False,False,"divide(6900, 31300), multiply(#0, const_100)",False,"divide(6900, 31300), multiply(#0, const_100)",False,"divide(6900, 31300), multiply(#0, const_100)",False,The calculation correctly computes the percentage of goodwill relative to the estimated purchase price. The numerator (goodwill = 6900) and denominator (estimated purchase price = 31300) are both present in the evidence. Multiplying by 100 is appropriate because the question asks for a percentage. The program is sequential and uses only allowed operations.,False,False
154,UPS/2007/page_98.pdf-1,"what is the total cash inflow from the stock purchases of employees in 2007 , ( in millions ) ?",115.56,"multiply(1.8, 64.20)",ABCD,all_correct,4,True,True,True,True,program_correct,"multiply(1.8, 64.20)",115.56,True,True,True,True,program_correct,"multiply(1.8, 64.20)",115.56,True,True,True,True,program_correct,"multiply(1.8, 64.20)",115.56,True,True,True,True,program_correct,"multiply(1.8, 64.20)",115.56,"multiply(1.8, 64.20)",True,"multiply(1.8, 64.20)",True,agree,False,False,"multiply(1.8, 64.20)",True,"multiply(1.8, 64.20)",True,"multiply(1.8, 64.20)",True,"The Reasoning Agent's program correctly calculates the total cash inflow from employee stock purchases in 2007 by multiplying the number of shares purchased (1.8 million) by the average price per share ($64.20). The evidence confirms these values, and no percentage scaling or additional adjustments are required. The result is in millions as requested.",False,False
155,CB/2010/page_83.pdf-2,what is the percent change in the fair value financial market instruments as part of the hedging strategy during 2010 compare to 2009?,-0.55319,"subtract(21, 47), divide(#0, 47)",,none_correct,0,False,False,True,True,executable_wrong_answer,"subtract(21, 47), divide(#0, 47), multiply(#1, const_100)",-55.31915,False,False,True,True,executable_wrong_answer,"divide(21, 47), subtract(const_1, #0), multiply(#1, const_100)",55.31915,False,False,True,True,executable_wrong_answer,"subtract(21, 47), divide(#0, 47), multiply(#1, const_100)",-55.31915,False,False,True,True,executable_wrong_answer,"subtract(21, 47), divide(#0, 47), multiply(#1, const_100)",-55.31915,"divide(21, 47), multiply(#0, const_100)",False,"subtract(21, 47), divide(#0, 47), multiply(#1, const_100)",False,disagree,False,False,"divide(21, 47), subtract(const_1, #0), multiply(#1, const_100)",False,"subtract(21, 47), divide(#0, 47), multiply(#1, const_100)",False,"subtract(21, 47), divide(#0, 47), multiply(#1, const_100)",False,"The percent change in fair value from 2009 to 2010 requires subtracting the 2009 value from the 2010 value, then dividing by the 2009 value. The Reasoning Agent incorrectly used (21 / 47) and subtracted from 1, which is wrong. The Verification Agent correctly computes the change as (21 - 47) / 47, which is the proper formula for percent change. The final multiplication by 100 is correct to express the result as a percentage.",False,False
156,GPN/2018/page_94.pdf-1,"what was the value in thousands of unvested restricted stock and performance awards at the weighted-averagegrant-datefair value as of december 31 , 2017?\\n",95983.54,"multiply(1226, 78.29)",ABCD,all_correct,4,True,True,True,True,program_correct,"multiply(1226, 78.29)",95983.54,True,True,True,True,program_correct,"multiply(1226, 78.29)",95983.54,True,True,True,True,program_correct,"multiply(1226, 78.29)",95983.54,True,True,True,True,program_correct,"multiply(1226, 78.29)",95983.54,"multiply(1226, 78.29)",True,"multiply(1226, 78.29)",True,agree,False,False,"multiply(1226, 78.29)",True,"multiply(1226, 78.29)",True,"multiply(1226, 78.29)",True,"The question asks for the value in thousands of unvested restricted stock and performance awards at the weighted-average grant-date fair value as of December 31, 2017. The table shows that the unvested shares are 1,226 thousand and the weighted-average grant-date fair value is $78.29. Multiplying these directly gives the total value in thousands. Both agents correctly identified this calculation, and the verification is valid.",False,False
157,BLK/2014/page_120.pdf-2,what percent of future notes are due by 2017?,349.0,"add(126, 111), add(#0, 112)",,none_correct,0,False,False,True,True,executable_wrong_answer,"divide(112, 1178), multiply(#0, const_100)",9.50764,False,False,True,True,executable_wrong_answer,"divide(112, 1178), multiply(#0, const_100)",9.50764,False,False,True,True,executable_wrong_answer,"divide(112, 1178), multiply(#0, const_100)",9.50764,False,False,True,True,executable_wrong_answer,"divide(112, 1178), multiply(#0, const_100)",9.50764,"divide(112, 1178), multiply(#0, const_100)",False,"divide(112, 1178), multiply(#0, const_100)",False,agree,False,False,"divide(112, 1178), multiply(#0, const_100)",False,"divide(112, 1178), multiply(#0, const_100)",False,"divide(112, 1178), multiply(#0, const_100)",False,"Both agents propose the same correct program. The question asks for the percentage of future notes due by 2017, and the evidence shows $112 million is due in 2017 out of a total of $1,178 million. The calculation divide(112, 1178) computes the decimal ratio, and multiplying by const_100 converts it to a percentage, which is correct. The values are correctly extracted from the table, and the operations are properly sequenced.",False,False
158,AWK/2014/page_121.pdf-4,what was canadian nol's as a percentage of state nol's in 2014?,0.01197,"divide(6498, 542705)",,none_correct,0,False,False,True,True,executable_wrong_answer,"divide(6498, 542705), multiply(#0, const_100)",1.19734,False,False,True,True,executable_wrong_answer,"divide(6498, 542705), multiply(#0, const_100)",1.19734,False,False,True,True,executable_wrong_answer,"divide(6498, 542705), multiply(#0, const_100)",1.19734,False,False,True,True,executable_wrong_answer,"divide(6498, 542705), multiply(#0, const_100)",1.19734,"divide(6498, 542705), multiply(#0, const_100)",False,"divide(6498, 542705), multiply(#0, const_100)",False,agree,False,False,"divide(6498, 542705), multiply(#0, const_100)",False,"divide(6498, 542705), multiply(#0, const_100)",False,"divide(6498, 542705), multiply(#0, const_100)",False,"The calculation correctly computes Canadian NOL as a percentage of State NOL by dividing Canadian NOL ($6,498) by State NOL ($542,705) and scaling to a percentage by multiplying by 100. Both agents agree, and the values and operations are valid.",False,False
